Id,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,GarageAge,HouseAge,Total_area,Has_fireplace,Total_Bath,price,MSZoning,Alley,LotShape,LandContour,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,FireplaceQu,GarageType,GarageFinish,PavedDrive,PoolQC,Fence,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars
1182,5587,2008,2008,1480,1600,1652,0,1652,482,162,53,0.0,0,7907.0,1,2,392500,RM,No value,IR1,HLS,TwnhsE,1Story,Hip,CemntBd,CmentBd,Stone,Ex,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,New,Partial,120,8,5,1,2,0,2,5,1,2
1183,15623,1996,1996,2096,2396,2411,2065,4476,813,171,78,11.0,11,21467.0,1,4,745000,RL,No value,IR1,Lvl,1Fam,2Story,Hip,Wd Sdng,ImStucc,None,Gd,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Ex,TA,Attchd,Fin,Y,Ex,MnPrv,WD,Abnorml,60,10,5,1,3,1,4,10,2,3
1184,10800,1920,1950,821,1120,1130,0,1130,720,229,0,36.0,86,12650.0,1,1,120000,RL,Grvl,Reg,Lvl,1Fam,1Story,Hip,Stucco,Stucco,None,TA,BrkTil,TA,TA,No,Rec,Ex,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,30,5,6,1,1,0,2,5,1,2
1185,35133,1963,1963,1159,1572,1572,0,1572,995,0,263,44.0,44,37926.0,1,2,186700,RL,No value,Reg,Lvl,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,Gd,Rec,Gd,Y,SBrkr,TA,TA,2Types,RFn,Y,No value,No value,WD,Normal,20,5,4,1,1,1,3,5,2,3
1186,9738,1924,1950,392,784,949,272,1221,392,0,0,41.0,82,11351.0,0,1,104900,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,BrkTil,TA,TA,No,BLQ,Gd,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,50,5,7,1,1,0,4,7,0,1
1187,10615,1900,1970,440,978,1014,685,1699,420,0,74,89.0,109,12734.0,0,2,95000,RL,No value,IR1,Bnk,2fmCon,2Story,Gable,HdBoard,HdBoard,None,TA,CBlock,Fa,TA,Mn,BLQ,TA,Y,SBrkr,TA,No value,CarPort,Unf,Y,No value,No value,WD,Abnorml,190,3,5,1,2,0,3,7,0,2
1188,12461,1994,1995,1456,1624,1624,0,1624,757,0,114,12.0,12,14842.0,1,2,262000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,ImStucc,ImStucc,None,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Fa,Attchd,RFn,Y,No value,GdPrv,WD,Normal,20,8,5,1,2,0,2,5,1,3
1189,8935,2002,2002,0,831,831,829,1660,493,144,68,7.0,7,11183.0,0,3,195000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,7,0,2
1190,7500,1999,1999,0,994,1028,776,1804,442,140,60,11.0,11,9746.0,1,3,189000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,7,1,2
1191,32463,1961,1975,1159,1249,1622,0,1622,1356,439,0,32.0,46,35590.0,1,1,168000,RL,No value,Reg,Low,2fmCon,1Story,Gable,MetalSd,MetalSd,Stone,TA,CBlock,TA,TA,Av,BLQ,Ex,Y,SBrkr,TA,TA,2Types,Fin,Y,No value,No value,WD,Normal,190,4,4,1,1,0,3,7,1,4
1192,2645,1999,2000,0,776,764,677,1441,492,206,0,8.0,8,5034.0,0,3,174000,FV,Pave,Reg,Lvl,Twnhs,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,160,8,5,0,2,1,2,5,0,2
1193,9600,1925,1994,0,702,842,630,1472,250,0,0,82.0,82,11322.0,0,1,125000,RM,Grvl,Reg,Lvl,1Fam,1.5Fin,Gambrel,VinylSd,VinylSd,None,TA,PConc,TA,TA,Mn,Unf,Gd,Y,SBrkr,Gd,No value,Detchd,Unf,P,No value,GdWo,WD,Normal,50,5,8,0,1,0,3,6,0,1
1194,4500,1999,1999,883,1224,1224,0,1224,402,0,304,10.0,10,6551.0,0,2,165000,RM,No value,Reg,Lvl,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,TA,No value,Attchd,Fin,Y,No value,No value,WD,Normal,120,6,5,1,2,0,2,5,0,2
1195,9364,1969,1969,371,663,663,689,1352,299,379,36,41.0,41,11158.0,0,2,158000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,Stone,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,No value,Attchd,Fin,Y,No value,MnPrv,WD,Normal,60,6,7,0,1,1,4,7,0,1
1196,8029,2005,2005,0,728,728,728,1456,400,100,24,3.0,3,9885.0,0,3,176000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,8,0,2
1197,14054,2006,2006,0,879,879,984,1863,660,100,17,0.0,0,16577.0,1,3,219210,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,New,Partial,60,7,5,0,2,1,4,9,1,3
1198,8850,1916,1950,0,815,815,875,1690,225,0,0,90.0,90,10765.0,1,1,144000,RM,No value,IR1,Bnk,1Fam,2.5Unf,Gable,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,No value,ConLw,Normal,75,7,6,0,1,0,3,7,1,1
1199,9100,2001,2001,0,1212,1212,0,1212,573,356,0,8.0,8,10885.0,0,2,178000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,0,2,0,3,6,0,2
1200,11235,1963,1979,547,1051,1382,0,1382,459,0,82,32.0,43,13127.0,1,2,148000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,Po,Attchd,Unf,Y,No value,No value,WD,Normal,20,4,5,0,1,1,3,6,1,2
1201,9353,1970,1970,0,864,864,0,864,280,0,0,34.0,36,10497.0,0,1,116050,RL,No value,Reg,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,Oth,Abnorml,20,4,5,0,1,0,3,5,0,1
1202,10400,1998,1998,0,866,866,913,1779,546,198,36,11.0,11,12725.0,0,3,197900,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,6,0,2
1203,6000,1925,1997,0,884,884,464,1348,216,0,0,49.0,84,7564.0,1,1,117000,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Fa,Detchd,Unf,N,No value,No value,WD,Normal,50,5,8,1,1,0,3,5,1,1
1204,9750,2000,2001,0,1630,1630,0,1630,451,74,234,9.0,9,12002.0,1,2,213000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,TA,Attchd,Unf,Y,No value,No value,WD,Normal,20,7,5,0,2,0,3,6,1,2
1205,10140,1975,1975,788,1056,1074,0,1074,495,0,88,31.0,31,11709.0,0,2,153500,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,No,ALQ,Ex,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,MnPrv,WD,Normal,20,5,6,1,1,1,3,6,0,2
1206,14684,1990,1991,485,2158,2196,0,2196,701,84,70,19.0,19,17815.0,1,2,271900,RL,No value,IR1,Lvl,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,TA,Mn,ALQ,Gd,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,7,0,2,0,3,7,1,3
1207,8900,1966,1966,1056,1056,1056,0,1056,384,0,42,40.0,40,10340.0,0,1,107000,RH,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,20,4,4,1,1,0,2,5,0,1
1208,9135,2003,2003,340,1682,1700,0,1700,544,192,23,3.0,3,11499.0,0,2,200000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,5,1,2,0,3,7,0,2
1209,7763,1962,1980,504,931,1283,0,1283,506,0,0,28.0,46,9552.0,0,1,140000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,7,1,1,0,3,6,0,2
1210,10182,2006,2006,1220,1660,1660,0,1660,500,322,50,0.0,0,12762.0,1,2,290000,RL,No value,IR1,Lvl,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,New,Partial,20,8,5,1,2,0,3,8,1,2
1211,11218,1992,1992,0,1055,1055,790,1845,462,635,104,18.0,18,13525.0,1,3,189000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,GdPrv,WD,Normal,60,6,5,0,2,1,3,8,1,2
1212,12134,1988,2005,427,559,1080,672,1752,492,325,12,22.0,22,14378.0,0,2,164000,RL,No value,IR1,Bnk,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,Wood,Gd,TA,Av,GLQ,Gd,Y,SBrkr,TA,No value,Basment,RFn,Y,No value,No value,WD,Normal,50,8,7,0,2,0,4,8,0,2
1213,9340,1941,1950,344,672,672,0,672,234,0,113,68.0,68,10246.0,0,1,113000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Attchd,Unf,N,No value,No value,WD,Normal,30,4,6,1,1,0,2,4,0,1
1214,10246,1965,2001,648,648,960,0,960,364,88,0,41.0,41,11570.0,0,0,145000,RL,No value,IR1,Lvl,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,Gd,Av,GLQ,Ex,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,80,4,9,1,0,0,0,3,0,1
1215,10205,1962,1962,784,925,999,0,999,300,150,72,44.0,44,11504.0,0,1,134500,RL,No value,IR1,Lvl,1Fam,SFoyer,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Av,BLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,85,5,5,1,1,0,3,6,0,1
1216,7094,1966,1966,180,894,894,0,894,384,0,0,41.0,41,8372.0,0,1,125000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Detchd,RFn,Y,No value,MnPrv,WD,Normal,20,5,5,0,1,0,3,5,0,1
1217,8930,1978,1978,0,0,1318,584,1902,539,0,0,32.0,32,11371.0,0,2,112000,RM,No value,Reg,Lvl,Duplex,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Slab,No value,No value,No value,No value,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,90,6,5,0,2,0,4,8,0,2
1218,8640,2009,2009,936,1300,1314,0,1314,552,135,112,0.0,0,10578.0,0,2,229456,FV,No value,Reg,Lvl,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,New,Partial,20,8,5,1,2,0,3,6,0,2
1219,6240,1947,1950,0,0,672,240,912,0,0,0,,59,7152.0,0,1,80500,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,Slab,No value,No value,No value,No value,Gd,N,SBrkr,TA,No value,No value,No value,N,No value,No value,WD,Normal,50,4,5,0,1,0,2,3,0,0
1220,1680,1971,1971,0,672,672,546,1218,0,201,0,,35,3134.0,0,2,91500,RM,No value,Reg,Lvl,Twnhs,2Story,Gable,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,No value,No value,No value,N,No value,No value,WD,Abnorml,160,6,5,0,1,1,3,7,0,0
1221,7800,1964,1964,312,912,912,0,912,288,0,0,42.0,42,9000.0,0,1,115000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Abnorml,20,5,5,0,1,0,2,5,0,1
1222,8250,1968,1968,250,952,1211,0,1211,322,0,63,40.0,40,9783.0,1,1,134000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,TA,TA,Attchd,Unf,Y,No value,No value,WD,Normal,20,5,5,0,1,0,3,5,1,1
1223,10496,1949,1950,196,1040,1168,678,1846,315,0,0,58.0,58,12977.0,1,2,143000,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,Mn,Rec,Ex,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,GdWo,WD,Normal,50,6,6,0,2,0,3,7,1,1
1224,10680,1951,1951,756,2136,2136,0,2136,528,0,30,55.0,55,13388.0,0,2,137900,RL,No value,Reg,Lvl,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,Fa,No,LwQ,TA,N,FuseA,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,20,5,3,0,2,0,4,7,0,2
1225,15384,2004,2005,724,788,788,702,1490,388,100,75,4.0,4,17262.0,1,3,184000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,60,7,5,1,2,1,3,8,1,2
1226,10482,1958,1958,507,588,1138,0,1138,264,224,0,49.0,49,11947.0,0,1,145000,RL,No value,Reg,Lvl,1Fam,SLvl,Hip,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,Av,GLQ,Ex,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,MnWw,WD,Normal,80,6,8,0,1,0,3,6,0,1
1227,14598,2007,2007,0,894,894,1039,1933,668,100,18,1.0,1,17273.0,1,3,214000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Mn,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,4,9,1,3
1228,8872,1965,2008,595,912,912,0,912,576,0,240,16.0,43,10660.0,0,1,147000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,8,1,1,0,2,5,0,2
1229,8769,2008,2008,1540,1702,1702,0,1702,1052,0,72,0.0,0,12289.0,1,2,367294,RL,No value,Reg,Lvl,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Gd,Attchd,Fin,Y,No value,No value,New,Partial,120,9,5,1,1,1,1,7,1,3
1230,7910,1960,1960,666,1075,1507,0,1507,404,0,0,48.0,48,9821.0,0,2,127000,RL,No value,Reg,Lvl,1Fam,SLvl,Hip,BrkFace,HdBoard,None,TA,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,TA,No value,Basment,Unf,Y,No value,GdWo,WD,Normal,80,5,5,0,2,0,4,7,0,1
1231,18890,1977,1977,498,1361,1361,1259,2620,600,155,24,30.0,30,22111.0,1,4,190000,RL,No value,IR1,Lvl,Duplex,1.5Fin,Shed,Plywood,Plywood,None,TA,CBlock,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,TA,BuiltIn,RFn,N,No value,No value,WD,Normal,90,5,5,0,2,2,4,12,1,2
1232,7728,1962,1962,803,1106,1190,0,1190,540,0,18,44.0,44,9578.0,0,1,132500,RL,No value,Reg,Lvl,Duplex,SLvl,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,Av,ALQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,GdWo,WD,Normal,90,5,6,1,1,0,3,6,0,2
1233,9842,1962,1962,0,0,1224,0,1224,462,0,0,45.0,45,11528.0,0,2,101800,RL,No value,Reg,Lvl,Duplex,1Story,Gable,HdBoard,HdBoard,None,TA,Slab,No value,No value,No value,No value,TA,Y,SBrkr,TA,No value,CarPort,Unf,Y,No value,No value,WD,Normal,90,4,5,0,2,0,2,6,0,2
1234,12160,1959,1959,1000,1188,1188,0,1188,531,0,0,51.0,51,14059.0,0,1,142000,RL,No value,IR1,Lvl,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,Rec,Fa,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,MnPrv,COD,Abnorml,20,5,5,1,1,0,3,6,0,2
1235,8525,1911,1950,0,940,1024,940,1964,0,0,192,,97,10489.0,0,2,130000,RH,No value,Reg,Bnk,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,PConc,TA,TA,Av,Unf,TA,N,FuseA,TA,No value,No value,No value,N,No value,No value,WD,Abnorml,70,5,6,0,1,1,4,7,0,0
1236,13132,1914,1950,0,747,892,892,1784,180,203,40,92.0,92,15096.0,0,2,138887,RL,No value,Reg,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,TA,Mn,Unf,Gd,Y,FuseF,TA,No value,Detchd,Unf,N,No value,No value,WD,Normal,70,5,5,0,1,1,4,9,0,1
1237,2628,2003,2003,0,764,764,862,1626,474,0,27,7.0,7,4834.0,0,3,175500,RL,No value,Reg,Lvl,Twnhs,2Story,Gable,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,BuiltIn,RFn,Y,No value,No value,WD,Normal,160,7,5,0,2,1,2,6,0,2
1238,12393,2004,2005,0,847,847,1101,1948,434,100,48,2.0,2,14775.0,1,3,195000,RL,No value,IR2,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,7,5,0,2,1,4,8,1,2
1239,13072,2005,2005,0,1141,1141,0,1141,484,0,0,1.0,1,14697.0,0,2,142500,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Abnorml,20,6,5,0,1,1,3,6,0,2
1240,9037,2006,2006,428,1476,1484,0,1484,472,120,33,1.0,1,11025.0,1,2,265900,RL,No value,IR1,HLS,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Ex,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,20,8,5,0,2,0,2,6,1,2
1241,8158,2003,2003,550,884,884,884,1768,543,0,63,5.0,5,10721.0,0,3,224900,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,60,7,5,1,2,1,3,8,0,2
1242,9849,2007,2007,0,1689,1689,0,1689,954,0,56,0.0,0,12492.0,0,2,248328,RL,No value,Reg,Lvl,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,New,Partial,20,7,6,0,2,0,3,7,0,3
1243,10625,1974,1974,885,1053,1173,0,1173,528,0,120,36.0,36,12407.0,1,2,170000,RL,No value,Reg,Lvl,1Fam,SFoyer,Gable,Plywood,Plywood,BrkFace,TA,CBlock,Gd,TA,Gd,GLQ,TA,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,MnPrv,WD,other,85,7,6,1,2,0,3,6,2,2
1244,13891,2006,2006,1386,2076,2076,0,2076,850,216,229,0.0,0,16817.0,1,3,465000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,No value,Ex,PConc,Ex,Gd,Gd,GLQ,Ex,Y,SBrkr,Ex,Gd,Attchd,Fin,Y,No value,No value,New,Partial,20,10,5,1,2,1,2,7,1,3
1245,11435,1929,1950,0,792,792,725,1517,400,0,0,75.0,77,13352.0,1,1,230000,RL,No value,IR1,HLS,1Fam,2Story,Gable,BrkFace,Stucco,None,TA,PConc,Gd,TA,No,Unf,Fa,Y,SBrkr,Gd,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,70,8,7,0,1,0,3,7,2,2
1246,12090,1984,2003,0,585,1140,728,1868,477,268,112,23.0,23,14509.0,1,4,178000,RL,No value,Reg,Lvl,1Fam,SLvl,Hip,VinylSd,VinylSd,BrkFace,TA,CBlock,Gd,TA,No,Unf,Ex,Y,SBrkr,TA,TA,BuiltIn,Fin,Y,No value,No value,WD,Abnorml,80,6,7,0,3,1,3,7,1,2
1247,8125,2005,2006,0,756,756,797,1553,615,0,45,1.0,1,10293.0,0,3,186500,FV,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,New,Partial,60,7,5,0,2,1,3,6,0,2
1248,12328,1976,1976,539,1012,1034,0,1034,888,0,0,34.0,34,14585.0,0,1,169900,RL,No value,IR1,Lvl,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Av,GLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,80,6,5,1,1,0,3,6,0,3
1249,9600,1917,1950,319,735,1134,924,2058,396,0,0,58.0,91,12054.0,1,2,129500,RM,Grvl,Reg,Lvl,1Fam,2.5Unf,Gable,AsbShng,AsbShng,None,TA,BrkTil,Gd,TA,No,Rec,Fa,N,SBrkr,TA,Gd,Detchd,Unf,P,No value,No value,WD,Normal,75,6,5,0,1,1,3,8,1,2
1250,7200,1950,1950,534,876,988,0,988,276,0,80,57.0,57,8464.0,0,1,119000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,20,5,7,0,1,0,3,6,0,1
1251,11160,1968,1968,1065,2110,2110,0,2110,522,0,0,42.0,42,13792.0,1,3,244000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,BrkFace,BrkFace,None,Gd,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,Ex,TA,Attchd,Fin,Y,No value,No value,WD,Normal,20,7,5,1,2,1,3,8,2,2
1252,3136,2003,2003,0,1405,1405,0,1405,478,148,36,3.0,3,5182.0,1,2,171750,RL,No value,IR1,Lvl,TwnhsE,1Story,Gable,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,120,7,5,0,2,0,2,6,1,2
1253,9858,1968,1968,510,864,874,0,874,288,33,0,41.0,41,11020.0,0,1,130000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,GdWo,WD,Normal,20,5,6,1,1,0,3,5,0,1
1254,17542,1974,2003,125,1192,1516,651,2167,518,220,47,33.0,33,20227.0,1,3,294000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,TA,Gd,LwQ,TA,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,MnPrv,WD,Normal,60,7,7,1,2,1,3,9,2,2
1255,6931,2003,2004,0,746,760,896,1656,397,178,128,5.0,5,9076.0,1,3,165400,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,7,1,2
1256,6240,1931,1950,425,884,959,408,1367,560,0,0,29.0,76,8167.0,1,1,127500,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Fa,No,LwQ,TA,Y,FuseA,TA,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,50,6,6,0,1,0,3,6,1,1
